datetime,count
2011-01-26 10:00:00,53.86
2011-01-26 11:00:00,48.69
2011-01-26 12:00:00,46.4
2011-01-26 13:00:00,46.69
2011-01-26 14:00:00,44.29
2011-01-26 15:00:00,45.03
2011-01-26 16:00:00,58.09
2011-01-26 17:00:00,113.72
2011-01-27 16:00:00,76.47
2011-01-27 17:00:00,168.16
2011-01-27 18:00:00,140.72
2011-01-27 19:00:00,99.28
2011-01-27 20:00:00,80.51
2011-01-27 21:00:00,51.75
2011-01-27 22:00:00,41.46
2011-01-27 23:00:00,27.18
2011-01-28 00:00:00,12.58
2011-01-28 01:00:00,7.11
2011-01-28 02:00:00,1.8708333333333333
2011-01-28 03:00:00,1.8
2011-01-28 05:00:00,6.06
2011-01-28 06:00:00,31.07
2011-01-28 07:00:00,91.84
2011-01-28 08:00:00,215.02
2011-01-28 09:00:00,69.3
2011-01-28 10:00:00,37.33
2011-01-28 11:00:00,38.29
2011-01-28 12:00:00,41.7
2011-01-28 13:00:00,44.45
2011-01-28 14:00:00,50.21
2011-01-28 15:00:00,49.93
2011-01-28 16:00:00,70.95
2011-01-28 17:00:00,161.7
2011-01-28 18:00:00,152.89
2011-01-28 19:00:00,102.82
2011-01-28 20:00:00,72.72
2011-01-28 21:00:00,51.19
2011-01-28 22:00:00,44.1
2011-01-28 23:00:00,28.96
2011-01-29 00:00:00,28.14
2011-01-29 01:00:00,22.24
2011-01-29 02:00:00,17.95
2011-01-29 03:00:00,11.803333333333333
2011-01-29 04:00:00,3.5
2011-01-29 06:00:00,3.24
2011-01-29 07:00:00,10.39
2011-01-29 08:00:00,22.89
2011-01-29 09:00:00,42.99
2011-01-29 10:00:00,63.32666666666666
2011-01-29 11:00:00,63.56666666666666
2011-01-29 12:00:00,76.58
2011-01-29 13:00:00,81.84
2011-01-29 14:00:00,78.66666666666666
2011-01-29 15:00:00,76.82
2011-01-29 16:00:00,83.72666666666667
2011-01-29 17:00:00,73.05
2011-01-29 18:00:00,67.27
2011-01-29 19:00:00,65.09
2011-01-29 20:00:00,53.35
2011-01-29 21:00:00,40.25
2011-01-29 22:00:00,33.73
2011-01-29 23:00:00,23.45
2011-01-30 00:00:00,31.9
2011-01-30 01:00:00,27.12
2011-01-30 02:00:00,19.3
2011-01-30 03:00:00,11.67
2011-01-30 04:00:00,4.92
2011-01-30 05:00:00,3.84
2011-01-30 07:00:00,9.86
2011-01-30 08:00:00,20.25
2011-01-30 09:00:00,35.645
2011-01-30 10:00:00,58.53
2011-01-30 11:00:00,67.26
2011-01-30 12:00:00,123.57
2011-01-30 13:00:00,88.49
2011-01-30 14:00:00,94.14
2011-01-30 15:00:00,113.51
2011-01-30 16:00:00,113.25
2011-01-30 17:00:00,78.6
2011-01-30 18:00:00,60.82666666666666
2011-01-30 19:00:00,47.62
2011-01-30 20:00:00,41.62
2011-01-30 21:00:00,33.61
2011-01-30 22:00:00,22.66
2011-01-30 23:00:00,15.68
2011-01-31 00:00:00,10.75
2011-01-31 01:00:00,3.61
2011-01-31 02:00:00,2.5554761904761905
2011-01-31 03:00:00,2.09
2011-01-31 04:00:00,1.45
2011-01-31 05:00:00,2.38
2011-01-31 06:00:00,33.76
2011-01-31 07:00:00,82.4
2011-01-31 08:00:00,176.62
2011-01-31 09:00:00,93.4
2011-01-31 10:00:00,41.95
2011-01-31 11:00:00,40.9
2011-01-31 12:00:00,58.05
2011-01-31 13:00:00,54.04
2011-01-31 14:00:00,53.39
2011-01-31 15:00:00,50.18
2011-01-31 16:00:00,71.66
2011-01-31 17:00:00,156.22
2011-01-31 18:00:00,151.76
2011-01-31 19:00:00,128.37
2011-01-31 20:00:00,56.81
2011-01-31 21:00:00,36.21
2011-01-31 22:00:00,30.56
2011-01-31 23:00:00,17.23
2011-02-20 00:00:00,32.92
2011-02-20 01:00:00,23.09
2011-02-20 02:00:00,17.66
2011-02-20 03:00:00,9.19
2011-02-20 04:00:00,2.93
2011-02-20 06:00:00,2.56
2011-02-20 07:00:00,9.57
2011-02-20 08:00:00,21.52
2011-02-20 09:00:00,33.62
2011-02-20 10:00:00,95.08
2011-02-20 11:00:00,114.6
2011-02-20 12:00:00,130.45
2011-02-20 13:00:00,155.2
2011-02-20 14:00:00,149.57
2011-02-20 15:00:00,163.7
2011-02-20 16:00:00,154.67
2011-02-20 17:00:00,107.92
2011-02-20 18:00:00,81.05
2011-02-20 19:00:00,72.25
2011-02-20 20:00:00,63.65
2011-02-20 21:00:00,59.82
2011-02-20 22:00:00,50.61
2011-02-20 23:00:00,35.5
2011-02-21 00:00:00,24.56
2011-02-21 01:00:00,19.96
2011-02-21 02:00:00,11.04
2011-02-21 03:00:00,4.35
2011-02-21 04:00:00,3.68
2011-02-21 05:00:00,5.26
2011-02-21 06:00:00,21.9
2011-02-21 07:00:00,61.23
2011-02-21 08:00:00,79.02
2011-02-21 09:00:00,77.29
2011-02-21 10:00:00,82.93
2011-02-21 11:00:00,88.29
2011-02-21 12:00:00,85.05
2011-02-21 13:00:00,72.22
2011-02-21 14:00:00,82.48
2011-02-21 15:00:00,87.32
2011-02-21 16:00:00,79.47
2011-02-21 17:00:00,83.71
2011-02-21 18:00:00,77.48
2011-02-21 19:00:00,71.71
2011-02-21 20:00:00,38.63
2011-02-21 21:00:00,28.18
2011-02-21 22:00:00,25.18
2011-02-21 23:00:00,12.35
2011-02-22 06:00:00,31.26
2011-02-22 07:00:00,84.81
2011-02-22 08:00:00,189.09
2011-02-22 09:00:00,102.43
2011-02-22 10:00:00,43.54285714285714
2011-02-22 11:00:00,49.8
2011-02-22 12:00:00,60.49
2011-02-22 13:00:00,73.68
2011-02-22 14:00:00,71.54
2011-02-22 15:00:00,74.66
2011-02-22 16:00:00,74.28
2011-02-22 17:00:00,165.58
2011-02-22 18:00:00,161.58
2011-02-22 19:00:00,98.71
2011-02-22 20:00:00,72.09
2011-02-22 21:00:00,50.72
2011-02-22 22:00:00,30.89
2011-02-22 23:00:00,19.57
2011-02-23 00:00:00,12.02
2011-02-23 01:00:00,5.31
2011-02-23 02:00:00,2.17
2011-02-23 03:00:00,1.5
2011-02-23 05:00:00,5.63
2011-02-23 06:00:00,29.7
2011-02-23 07:00:00,75.19
2011-02-23 08:00:00,182.21
2011-02-23 09:00:00,125.19
2011-02-23 10:00:00,57.84
2011-02-23 11:00:00,60.14
2011-02-23 12:00:00,74.86
2011-02-23 13:00:00,69.58
2011-02-23 14:00:00,77.16
2011-02-23 15:00:00,69.81
2011-02-23 16:00:00,105.37
2011-02-23 17:00:00,239.53
2011-02-23 18:00:00,218.18
2011-02-23 19:00:00,136.78
2011-02-23 20:00:00,75.95
2011-02-23 21:00:00,62.18
2011-02-23 22:00:00,46.42
2011-02-23 23:00:00,25.76
2011-02-24 00:00:00,11.15
2011-02-24 01:00:00,6.06
2011-02-24 02:00:00,2.5263095238095237
2011-02-24 03:00:00,2.05
2011-02-24 05:00:00,5.91
2011-02-24 06:00:00,35.15
2011-02-24 07:00:00,100.51
2011-02-24 08:00:00,245.73
2011-02-24 09:00:00,132.33
2011-02-24 10:00:00,59.37
2011-02-24 11:00:00,71.69
2011-02-24 12:00:00,94.4
2011-02-24 13:00:00,91.32
2011-02-24 14:00:00,90.18
2011-02-24 15:00:00,37.48
2011-02-24 16:00:00,55.83
2011-02-24 17:00:00,182.15
2011-02-24 18:00:00,173.8
2011-02-24 19:00:00,103.83
2011-02-24 20:00:00,77.89
2011-02-24 21:00:00,59.56
2011-02-24 22:00:00,36.52
2011-02-24 23:00:00,34.72
2011-02-25 00:00:00,16.38
2011-02-25 01:00:00,11.69
2011-02-25 02:00:00,7.45
2011-02-25 03:00:00,2.21
2011-02-25 05:00:00,7.42
2011-02-25 06:00:00,27.73
2011-02-25 07:00:00,68.46
2011-02-25 08:00:00,126.26
2011-02-25 09:00:00,67.09
2011-02-25 10:00:00,40.3
2011-02-25 11:00:00,148.7
2011-02-25 12:00:00,174.48
2011-02-25 13:00:00,174.4
2011-02-25 14:00:00,174.96
2011-02-25 15:00:00,193.69
2011-02-25 16:00:00,110.48
2011-02-25 17:00:00,185.23
2011-02-25 18:00:00,170.43
2011-02-25 19:00:00,112.12
2011-02-25 20:00:00,70.14
2011-02-25 21:00:00,54.65
2011-02-25 22:00:00,42.58
2011-02-25 23:00:00,29.55
2011-02-26 00:00:00,28.04
2011-02-26 01:00:00,20.7
2011-02-26 02:00:00,19.19
2011-02-26 03:00:00,13.814666666666668
2011-02-26 04:00:00,2.97
2011-02-26 05:00:00,3.41
2011-02-26 06:00:00,2.7
2011-02-26 07:00:00,9.94
2011-02-26 08:00:00,29.34
2011-02-26 09:00:00,51.22
2011-02-26 10:00:00,112.16
2011-02-26 11:00:00,125.3
2011-02-26 12:00:00,133.04
2011-02-26 13:00:00,142.99
2011-02-26 14:00:00,135.36
2011-02-26 15:00:00,145.86
2011-02-26 16:00:00,145.99
2011-02-26 17:00:00,109.44
2011-02-26 18:00:00,80.42
2011-02-26 19:00:00,72.86
2011-02-26 20:00:00,65.64
2011-02-26 21:00:00,46.66
2011-02-26 22:00:00,46.96
2011-02-26 23:00:00,44.88
2011-02-27 00:00:00,28.9
2011-02-27 01:00:00,27.07
2011-02-27 02:00:00,22.1
2011-02-27 03:00:00,13.84
2011-02-27 04:00:00,5.38
2011-02-27 06:00:00,2.45
2011-02-27 07:00:00,12.16
2011-02-27 08:00:00,39.36
2011-02-27 09:00:00,53.12
2011-02-27 10:00:00,80.65
2011-02-27 11:00:00,103.1
2011-02-27 12:00:00,150.82
2011-02-27 13:00:00,157.71
2011-02-27 14:00:00,176.72
2011-02-27 15:00:00,238.83
2011-02-27 16:00:00,270.02
2011-02-27 17:00:00,134.55
2011-02-27 18:00:00,113.66
2011-02-27 19:00:00,94.81
2011-02-27 20:00:00,78.47
2011-02-27 21:00:00,72.74
2011-02-27 22:00:00,54.58
2011-02-27 23:00:00,39.86
2011-02-28 00:00:00,22.57
2011-02-28 01:00:00,4.44
2011-02-28 03:00:00,1.7466666666666666
2011-02-28 05:00:00,7.05
2011-02-28 06:00:00,37.24
2011-02-28 07:00:00,126.31
2011-02-28 08:00:00,239.52
2011-02-28 09:00:00,153.73
2011-02-28 10:00:00,95.36
2011-02-28 11:00:00,116.47
2011-02-28 12:00:00,121.65
2011-02-28 13:00:00,109.6
2011-02-28 14:00:00,66.6
2011-02-28 15:00:00,66.5
2011-02-28 16:00:00,94.59
2011-02-28 17:00:00,187.05
2011-02-28 18:00:00,185.72
2011-02-28 19:00:00,109.76
2011-02-28 20:00:00,87.96
2011-02-28 21:00:00,64.64
2011-02-28 22:00:00,34.99
2011-02-28 23:00:00,24.65
2011-03-20 00:00:00,37.97
2011-03-20 01:00:00,31.62
2011-03-20 02:00:00,21.36
2011-03-20 03:00:00,12.26
2011-03-20 04:00:00,1.7
2011-03-20 05:00:00,1.65
2011-03-20 06:00:00,1.61
2011-03-20 07:00:00,10.84
2011-03-20 08:00:00,35.64
2011-03-20 09:00:00,56.21
2011-03-20 10:00:00,123.39
2011-03-20 11:00:00,149.74
2011-03-20 12:00:00,163.2
2011-03-20 13:00:00,156.9
2011-03-20 14:00:00,158.34
2011-03-20 15:00:00,161.99
2011-03-20 16:00:00,152.85
2011-03-20 17:00:00,112.83
2011-03-20 18:00:00,128.39
2011-03-20 19:00:00,68.56
2011-03-20 20:00:00,64.01
2011-03-20 21:00:00,58.63
2011-03-20 22:00:00,55.35
2011-03-20 23:00:00,37.13
2011-03-21 00:00:00,31.14
2011-03-21 01:00:00,13.24
2011-03-21 02:00:00,6.38
2011-03-21 03:00:00,3.16
2011-03-21 05:00:00,17.79
2011-03-21 06:00:00,51.92
2011-03-21 07:00:00,92.19
2011-03-21 08:00:00,243.02
2011-03-21 09:00:00,141.44
2011-03-21 10:00:00,85.95
2011-03-21 11:00:00,112.28
2011-03-21 12:00:00,128.87
2011-03-21 13:00:00,127.79
2011-03-21 14:00:00,117.87
2011-03-21 15:00:00,166.81
2011-03-21 16:00:00,206.51
2011-03-21 17:00:00,444.95
2011-03-21 18:00:00,420.43
2011-03-21 19:00:00,304.84
2011-03-21 20:00:00,253.3
2011-03-21 21:00:00,99.93
2011-03-21 22:00:00,108.3
2011-03-21 23:00:00,58.52
2011-03-22 00:00:00,47.13
2011-03-22 01:00:00,11.74
2011-03-22 02:00:00,7.67
2011-03-22 03:00:00,4.77
2011-03-22 04:00:00,4.27
2011-03-22 05:00:00,19.21
2011-03-22 06:00:00,82.13
2011-03-22 07:00:00,181.09
2011-03-22 08:00:00,256.68
2011-03-22 09:00:00,139.75
2011-03-22 10:00:00,138.73
2011-03-22 11:00:00,129.54
2011-03-22 12:00:00,150.91
2011-03-22 13:00:00,137.39
2011-03-22 14:00:00,120.33
2011-03-22 15:00:00,129.93
2011-03-22 16:00:00,248.42
2011-03-22 17:00:00,459.42
2011-03-22 18:00:00,428.9
2011-03-22 19:00:00,204.41
2011-03-22 20:00:00,147.44
2011-03-22 21:00:00,97.53
2011-03-22 22:00:00,78.35
2011-03-22 23:00:00,53.45
2011-03-23 00:00:00,24.47
2011-03-23 01:00:00,10.93
2011-03-23 02:00:00,5.69
2011-03-23 03:00:00,3.52
2011-03-23 05:00:00,10.92
2011-03-23 06:00:00,60.34
2011-03-23 07:00:00,133.41
2011-03-23 08:00:00,272.88
2011-03-23 09:00:00,158.06
2011-03-23 10:00:00,63.53
2011-03-23 11:00:00,82.39
2011-03-23 12:00:00,87.91
2011-03-23 13:00:00,75.42
2011-03-23 14:00:00,97.2
2011-03-23 15:00:00,97.24
2011-03-23 16:00:00,136.16
2011-03-23 17:00:00,338.21
2011-03-23 18:00:00,191.95
2011-03-23 19:00:00,135.14
2011-03-23 20:00:00,71.61
2011-03-23 21:00:00,54.14
2011-03-23 22:00:00,69.76
2011-03-23 23:00:00,40.25
2011-03-24 00:00:00,17.63
2011-03-24 01:00:00,8.54
2011-03-24 02:00:00,5.41
2011-03-24 03:00:00,3.3866666666666663
2011-03-24 04:00:00,3.185
2011-03-24 05:00:00,15.12
2011-03-24 06:00:00,58.03
2011-03-24 07:00:00,87.06
2011-03-24 08:00:00,112.26
2011-03-24 09:00:00,130.83
2011-03-24 10:00:00,64.3
2011-03-24 11:00:00,76.84
2011-03-24 12:00:00,82.12
2011-03-24 13:00:00,98.17
2011-03-24 14:00:00,97.43
2011-03-24 15:00:00,95.06
2011-03-24 16:00:00,118.71
2011-03-24 17:00:00,257.23
2011-03-24 18:00:00,230.62
2011-03-24 19:00:00,163.47
2011-03-24 20:00:00,98.47
2011-03-24 21:00:00,81.63
2011-03-24 22:00:00,68.8
2011-03-24 23:00:00,46.61
2011-03-25 00:00:00,24.21
2011-03-25 01:00:00,12.39
2011-03-25 02:00:00,7.19
2011-03-25 03:00:00,3.6825000000000006
2011-03-25 04:00:00,3.0525000000000007
2011-03-25 05:00:00,13.88
2011-03-25 06:00:00,67.04
2011-03-25 07:00:00,162.5
2011-03-25 08:00:00,260.13
2011-03-25 09:00:00,159.85
2011-03-25 10:00:00,102.71
2011-03-25 11:00:00,98.97
2011-03-25 12:00:00,121.95
2011-03-25 13:00:00,117.47
2011-03-25 14:00:00,127.51
2011-03-25 15:00:00,113.69
2011-03-25 16:00:00,163.58
2011-03-25 17:00:00,245.06
2011-03-25 18:00:00,243.8
2011-03-25 19:00:00,154.61
2011-03-25 20:00:00,101.51
2011-03-25 21:00:00,81.82
2011-03-25 22:00:00,56.3
2011-03-25 23:00:00,45.03
2011-03-26 00:00:00,34.79
2011-03-26 01:00:00,30.7
2011-03-26 02:00:00,23.33
2011-03-26 03:00:00,11.92
2011-03-26 04:00:00,4.75
2011-03-26 05:00:00,4.51
2011-03-26 06:00:00,15.24
2011-03-26 07:00:00,62.6
2011-03-26 08:00:00,84.42
2011-03-26 09:00:00,110.01
2011-03-26 10:00:00,150.68
2011-03-26 11:00:00,165.48
2011-03-26 12:00:00,187.4
2011-03-26 13:00:00,211.07
2011-03-26 14:00:00,212.05
2011-03-26 15:00:00,208.98
2011-03-26 16:00:00,204.76
2011-03-26 17:00:00,198.45
2011-03-26 18:00:00,183.58
2011-03-26 19:00:00,130.92
2011-03-26 20:00:00,78.55
2011-03-26 21:00:00,67.02
2011-03-26 22:00:00,60.21
2011-03-26 23:00:00,43.19
2011-03-27 00:00:00,39.06
2011-03-27 01:00:00,28.82
2011-03-27 02:00:00,23.44
2011-03-27 03:00:00,11.19
2011-03-27 04:00:00,4.69
2011-03-27 06:00:00,10.86
2011-03-27 07:00:00,90.14
2011-03-27 08:00:00,80.02
2011-03-27 09:00:00,95.68
2011-03-27 10:00:00,132.48
2011-03-27 11:00:00,153.04
2011-03-27 12:00:00,165.87
2011-03-27 13:00:00,179.87
2011-03-27 14:00:00,198.27
2011-03-27 15:00:00,190.52
2011-03-27 16:00:00,202.73
2011-03-27 17:00:00,191.65
2011-03-27 18:00:00,155.12
2011-03-27 19:00:00,134.18
2011-03-27 20:00:00,79.4
2011-03-27 21:00:00,57.73
2011-03-27 22:00:00,47.6
2011-03-27 23:00:00,47.07
2011-03-28 00:00:00,17.73
2011-03-28 01:00:00,7.7
2011-03-28 02:00:00,7.44
2011-03-28 03:00:00,3.98
2011-03-28 05:00:00,12.58
2011-03-28 06:00:00,61.92
2011-03-28 07:00:00,171.37
2011-03-28 08:00:00,251.85
2011-03-28 09:00:00,156.06
2011-03-28 10:00:00,110.31
2011-03-28 11:00:00,102.68
2011-03-28 12:00:00,107.16
2011-03-28 13:00:00,116.98
2011-03-28 14:00:00,125.14
2011-03-28 15:00:00,115.45
2011-03-28 16:00:00,152.85
2011-03-28 17:00:00,279.99
2011-03-28 18:00:00,263.82
2011-03-28 19:00:00,184.26
2011-03-28 20:00:00,114.99
2011-03-28 21:00:00,98.15
2011-03-28 22:00:00,64.27
2011-03-28 23:00:00,37.8
2011-03-29 00:00:00,17.34
2011-03-29 01:00:00,7.77
2011-03-29 02:00:00,14.0
2011-03-29 03:00:00,3.3
2011-03-29 04:00:00,4.0
2011-03-29 05:00:00,16.87
2011-03-29 06:00:00,63.6
2011-03-29 07:00:00,165.19
2011-03-29 08:00:00,236.62
2011-03-29 09:00:00,157.75
2011-03-29 10:00:00,105.41
2011-03-29 11:00:00,105.24
2011-03-29 12:00:00,113.46
2011-03-29 13:00:00,112.59
2011-03-29 14:00:00,121.27
2011-03-29 15:00:00,134.95
2011-03-29 16:00:00,174.67
2011-03-29 17:00:00,362.71
2011-03-29 18:00:00,308.47
2011-03-29 19:00:00,187.71
2011-03-29 20:00:00,137.84
2011-03-29 21:00:00,100.31
2011-03-29 22:00:00,66.3
2011-03-29 23:00:00,53.17
2011-03-30 00:00:00,41.34
2011-03-30 01:00:00,10.38
2011-03-30 02:00:00,15.03
2011-03-30 03:00:00,3.14
2011-03-30 04:00:00,4.38
2011-03-30 05:00:00,16.72
2011-03-30 06:00:00,63.79
2011-03-30 07:00:00,181.74
2011-03-30 08:00:00,291.19
2011-03-30 09:00:00,164.84
2011-03-30 10:00:00,93.81
2011-03-30 11:00:00,97.36
2011-03-30 12:00:00,99.35
2011-03-30 13:00:00,108.71
2011-03-30 14:00:00,95.95
2011-03-30 15:00:00,72.49
2011-03-30 16:00:00,65.55
2011-03-30 17:00:00,137.42
2011-03-30 18:00:00,177.15
2011-03-30 19:00:00,115.53
2011-03-30 20:00:00,64.83
2011-03-30 21:00:00,66.1
2011-03-30 22:00:00,47.26
2011-03-30 23:00:00,32.79
2011-03-31 00:00:00,12.26
2011-03-31 01:00:00,9.45
2011-03-31 02:00:00,5.980166666666666
2011-03-31 03:00:00,3.84
2011-03-31 04:00:00,3.42
2011-03-31 05:00:00,11.27
2011-03-31 06:00:00,33.23
2011-03-31 07:00:00,86.71
2011-03-31 08:00:00,214.81
2011-03-31 09:00:00,75.52
2011-03-31 10:00:00,58.88
2011-03-31 11:00:00,60.11
2011-03-31 12:00:00,62.32
2011-03-31 13:00:00,80.32
2011-03-31 14:00:00,79.1
2011-03-31 15:00:00,62.74
2011-03-31 16:00:00,98.62
2011-03-31 17:00:00,202.74
2011-03-31 18:00:00,207.48
2011-03-31 19:00:00,148.23
2011-03-31 20:00:00,63.7
2011-03-31 21:00:00,83.77
2011-03-31 22:00:00,49.21
2011-03-31 23:00:00,46.34
2011-04-20 00:00:00,37.33
2011-04-20 01:00:00,9.85
2011-04-20 02:00:00,8.78
2011-04-20 03:00:00,5.19
2011-04-20 04:00:00,4.87
2011-04-20 05:00:00,19.29
2011-04-20 06:00:00,87.41
2011-04-20 07:00:00,221.71
2011-04-20 08:00:00,435.08
2011-04-20 09:00:00,206.3
2011-04-20 10:00:00,128.85
2011-04-20 11:00:00,137.46
2011-04-20 12:00:00,201.68
2011-04-20 13:00:00,195.33
2011-04-20 14:00:00,173.88
2011-04-20 15:00:00,173.76
2011-04-20 16:00:00,276.58
2011-04-20 17:00:00,493.65
2011-04-20 18:00:00,500.15
2011-04-20 19:00:00,410.58
2011-04-20 20:00:00,319.42
2011-04-20 21:00:00,230.69
2011-04-20 22:00:00,155.72
2011-04-20 23:00:00,98.75
2011-04-21 00:00:00,38.84
2011-04-21 01:00:00,16.94
2011-04-21 02:00:00,11.75
2011-04-21 03:00:00,3.63
2011-04-21 04:00:00,3.94
2011-04-21 05:00:00,21.25
2011-04-21 06:00:00,57.6
2011-04-21 07:00:00,187.92
2011-04-21 08:00:00,271.76
2011-04-21 09:00:00,168.32
2011-04-21 10:00:00,123.5
2011-04-21 11:00:00,142.51
2011-04-21 12:00:00,174.74
2011-04-21 13:00:00,176.01
2011-04-21 14:00:00,144.41
2011-04-21 15:00:00,146.4
2011-04-21 16:00:00,207.05
2011-04-21 17:00:00,471.83
2011-04-21 18:00:00,380.46
2011-04-21 19:00:00,233.58
2011-04-21 20:00:00,185.2
2011-04-21 21:00:00,119.61
2011-04-21 22:00:00,93.74
2011-04-21 23:00:00,70.68
2011-04-22 00:00:00,37.93
2011-04-22 01:00:00,19.43
2011-04-22 02:00:00,11.53
2011-04-22 03:00:00,4.0
2011-04-22 04:00:00,4.31
2011-04-22 05:00:00,16.69
2011-04-22 06:00:00,72.26
2011-04-22 07:00:00,167.22
2011-04-22 08:00:00,286.41
2011-04-22 09:00:00,149.56
2011-04-22 10:00:00,114.31
2011-04-22 11:00:00,101.85
2011-04-22 12:00:00,108.84
2011-04-22 13:00:00,76.0
2011-04-22 14:00:00,34.58
2011-04-22 15:00:00,77.62
2011-04-22 16:00:00,117.04
2011-04-22 17:00:00,138.38
2011-04-22 18:00:00,105.21
2011-04-22 19:00:00,92.6
2011-04-22 20:00:00,68.84
2011-04-22 21:00:00,69.73
2011-04-22 22:00:00,59.1
2011-04-22 23:00:00,50.17
2011-04-23 00:00:00,35.29
2011-04-23 01:00:00,29.85
